name,datetime,tempmax,tempmin,temp,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,description,stations,source
Barcelona,1974-03-05,13,0.9,6.1,61.9,0,0,0,,,,Clear conditions throughout the day.,"08180099999,08182099999,08184099999,08181099999",obs
Barcelona,1974-03-06,13,2,7.5,61.3,0,0,0,,,,Clear conditions throughout the day.,"08180099999,08182099999,08184099999,08181099999",obs
Barcelona,1974-03-07,12,1,6.4,75.6,0,0,0,,,,Clear conditions throughout the day.,"08186099999,08180099999,08184099999,08181099999",obs
Barcelona,1974-03-08,14.1,2.9,7.1,79,0,0,0,,,,Clear conditions throughout the day.,"08184099999,08181099999",obs
Barcelona,1974-03-09,14,3.9,9,78.9,0,0,0,,,,Partly cloudy throughout the day.,"08180099999,08182099999,08184099999,08181099999",obs
Barcelona,1974-03-10,14.1,6,10,82.4,0,0,0,,,,Partly cloudy throughout the day.,"08186099999,08180099999,08182099999,08184099999,08181099999",obs
Barcelona,1974-03-11,12.1,8.1,10.8,81.1,3.143,100,4.17,rain,,,Partly cloudy throughout the day with afternoon rain.,"08180099999,08184099999,08181099999",obs
Barcelona,1974-03-12,14.2,10,11.3,86,3.883,100,4.17,rain,,,Partly cloudy throughout the day with early morning rain.,"08186099999,08180099999,08184099999,08181099999",obs
Barcelona,1974-03-13,12.1,6.1,9.3,89.3,0,0,0,,,,Partly cloudy throughout the day.,"08180099999,08184099999,08181099999",obs
Barcelona,1974-03-14,17,7,10.9,77.5,3,100,4.17,rain,,,Partly cloudy throughout the day with early morning rain.,"08180099999,08184099999,08181099999",obs
Barcelona,1974-03-15,14.1,5.9,10.5,73.7,0,0,0,,,,Partly cloudy throughout the day.,"08180099999,08184099999,08181099999",obs
Barcelona,1974-03-16,20.5,7,12.7,78.6,0,0,0,,,,Partly cloudy throughout the day.,"08180099999,08182099999,08184099999,08181099999",obs
Barcelona,1974-03-17,18.1,9,13.8,74.6,0,0,0,,,,Partly cloudy throughout the day.,"08186099999,08180099999,08182099999,08184099999,08181099999",obs
Barcelona,1974-03-18,22.1,6.1,11.6,87.1,0,0,0,,,,Partly cloudy throughout the day.,"08186099999,08180099999,08182099999,08184099999,08181099999",obs
Barcelona,1974-03-19,14.1,10.1,12.3,91,0,0,0,,,,Partly cloudy throughout the day.,"08186099999,08180099999,08182099999,08184099999,08181099999",obs
Barcelona,1974-03-20,15,11.1,13.4,88.1,1.967,100,8.33,rain,,,Partly cloudy throughout the day with rain.,"08180099999,08182099999,08184099999,08181099999",obs
Barcelona,1974-03-21,14,9.1,12.2,87.8,2.287,100,8.33,rain,,,Partly cloudy throughout the day with rain.,"08180099999,08182099999,08184099999,08181099999",obs
Barcelona,1974-03-22,15,7.1,11.9,84.9,0,0,0,,,,Partly cloudy throughout the day.,"08186099999,08180099999,08182099999,08184099999,08181099999",obs
Barcelona,1974-03-23,14.1,11,12.5,87.5,1.942,100,8.33,rain,,,Partly cloudy throughout the day with rain.,"08180099999,08184099999,08181099999",obs
Barcelona,1974-03-24,15.1,9.9,12.9,81.1,0,0,0,,,,Clearing in the afternoon.,"08186099999,08180099999,08182099999,08184099999,08181099999",obs
Barcelona,1974-03-25,15.1,10.1,12.9,76.6,0.005,100,4.17,rain,,,Partly cloudy throughout the day with afternoon rain.,"08186099999,08180099999,08182099999,08184099999,08181099999",obs
Barcelona,1974-03-26,16.5,10,13.4,83.3,0,0,0,,,,Partly cloudy throughout the day.,"08186099999,08180099999,08182099999,08184099999,08181099999",obs
Barcelona,1974-03-27,15.1,8.1,11.9,84.6,0,0,0,,,,Partly cloudy throughout the day.,"08180099999,08182099999,08184099999,08181099999",obs
Barcelona,1974-03-28,15,4.1,11.6,84,0,0,0,,,,Partly cloudy throughout the day.,"08180099999,08182099999,08184099999,08181099999",obs
Barcelona,1974-03-29,17,9.1,12.9,74.1,0,0,0,,,,Partly cloudy throughout the day.,"08180099999,08182099999,08184099999,08181099999",obs
Barcelona,1974-03-30,17.3,11.1,13.1,79.2,1.572,100,8.33,rain,,,Partly cloudy throughout the day with rain.,"08186099999,08180099999,08182099999,08184099999,08181099999",obs
Barcelona,1974-03-31,15.6,10,13.2,78.6,1.942,100,4.17,rain,,,Partly cloudy throughout the day with early morning rain.,"08186099999,08180099999,08182099999,08184099999,08181099999",obs
Barcelona,1974-04-01,16.1,10.1,13.7,82.6,0,0,0,,,,Partly cloudy throughout the day.,"08186099999,08180099999,08182099999,08184099999,08181099999",obs
Barcelona,1974-04-02,15.1,8,11.8,89.9,0,0,0,,,,Partly cloudy throughout the day.,"08180099999,08182099999,08184099999,08181099999",obs
Barcelona,1974-04-03,14,11.1,12.6,84.3,0,0,0,,,,Partly cloudy throughout the day.,"08180099999,08182099999,08184099999,08181099999",obs
Barcelona,1974-04-04,12,9,10.8,84.1,0,0,0,,,0,Partly cloudy throughout the day.,"08180099999,08182099999,08184099999,08181099999",obs
Barcelona,1974-04-05,16.1,8.1,11.9,81.5,3.883,100,4.17,rain,,,Partly cloudy throughout the day with early morning rain.,"08180099999,08182099999,08184099999,08181099999",obs
Barcelona,1974-04-06,14,6.1,11.6,87.6,0,0,0,,,,Partly cloudy throughout the day.,"08180099999,08182099999,08184099999,08181099999",obs
Barcelona,1974-04-07,15.1,8.8,12.3,83.7,0,0,0,,,,Partly cloudy throughout the day.,"08186099999,08180099999,08182099999,08184099999,08181099999",obs
Barcelona,1974-04-08,15.1,4.1,11.5,85.4,0,0,0,,,,Partly cloudy throughout the day.,"08186099999,08180099999,08182099999,08184099999,08181099999",obs
Barcelona,1974-04-09,17.1,8.1,12.8,80.7,0,0,0,,,,Partly cloudy throughout the day.,"08186099999,08180099999,08182099999,08184099999,08181099999",obs
Barcelona,1974-04-10,15.9,12,13.4,75.6,0.408,100,4.17,rain,,,Partly cloudy throughout the day with early morning rain.,"08186099999,08180099999,08182099999,08184099999,08181099999",obs
Barcelona,1974-04-11,14.6,11,12,85.6,0,0,0,,,,Partly cloudy throughout the day.,"08186099999,08180099999,08182099999,08184099999,08181099999",obs
Barcelona,1974-04-12,14,10,11.5,86.7,0,0,0,,,,Partly cloudy throughout the day.,"08186099999,08180099999,08182099999,08184099999,08181099999",obs
Barcelona,1974-04-13,14.1,10.8,12.4,82.7,0,0,0,,,,Partly cloudy throughout the day.,"08186099999,08180099999,08182099999,08184099999,08181099999",obs
Barcelona,1974-04-14,16.1,7.9,12.5,82.9,0,0,0,,,,Becoming cloudy in the afternoon.,"08180099999,08182099999,08184099999,08181099999",obs
Barcelona,1974-04-15,16.7,9.1,12,81,0,0,0,,,,Partly cloudy throughout the day.,"08186099999,08180099999,08182099999,08184099999,08181099999",obs
Barcelona,1974-04-16,16.2,7,11.7,73.6,0,0,0,,,,Clear conditions throughout the day.,"08186099999,08180099999,08182099999,08184099999,08181099999",obs
Barcelona,1974-04-17,17.1,9,12.4,64.8,0,0,0,,,,Partly cloudy throughout the day.,"08180099999,08184099999,08181099999",obs
Barcelona,1974-04-18,15,8,11.3,69.6,0,0,0,,,,Partly cloudy throughout the day.,"08186099999,08180099999,08182099999,08184099999,08181099999",obs
Barcelona,1974-04-19,14.1,4.1,11.3,72.9,0,0,0,,,,Partly cloudy throughout the day.,"08180099999,08182099999,08184099999,08181099999",obs
Barcelona,1974-04-20,15.1,5,10.7,73.7,0,0,0,,,,Partly cloudy throughout the day.,"08186099999,08180099999,08182099999,08184099999,08181099999",obs
Barcelona,1974-04-21,16.1,4.6,11.1,78.4,0,0,0,,,,Partly cloudy throughout the day.,"08186099999,08180099999,08182099999,08184099999,08181099999",obs
Barcelona,1974-04-22,17.9,7,12.3,82.2,0,0,0,,,,Partly cloudy throughout the day.,"08186099999,08180099999,08182099999,08184099999,08181099999",obs
Barcelona,1974-04-23,17.1,9,13.4,77.5,0,0,0,,,,Partly cloudy throughout the day.,"08180099999,08182099999,08184099999,08181099999",obs
Barcelona,1974-04-24,17,9,12.6,81.5,0,0,0,,,,Partly cloudy throughout the day.,"08180099999,08182099999,08184099999,08181099999",obs
Barcelona,1974-04-25,14,8.1,11.3,81.8,0,0,0,,,,Partly cloudy throughout the day.,"08180099999,08182099999,08184099999,08181099999",obs
Barcelona,1974-04-26,14.1,9,11.5,83.1,0,0,0,,,,Partly cloudy throughout the day.,"08180099999,08182099999,08184099999,08181099999",obs
Barcelona,1974-04-27,12.1,9.1,11,87.7,1.153,100,4.17,rain,,,Cloudy skies throughout the day with afternoon rain.,"08180099999,08182099999,08184099999,08181099999",obs
Barcelona,1974-04-28,15.1,9,11.7,78.3,0,0,0,,,,Partly cloudy throughout the day.,"08186099999,08180099999,08182099999,08184099999,08181099999",obs
Barcelona,1974-04-29,13.9,9,11.3,83.4,2.148,100,4.17,rain,,,Cloudy skies throughout the day with afternoon rain.,"08180099999,08184099999,08181099999",obs
Barcelona,1974-04-30,19.9,8.9,13.6,61.7,0,0,0,,,,Partly cloudy throughout the day.,"08186099999,08180099999,08182099999,08184099999,08181099999",obs
Barcelona,1974-05-01,18,7,12.9,67.4,0,0,0,,,,Partly cloudy throughout the day.,"08186099999,08180099999,08182099999,08184099999,08181099999",obs
Barcelona,1974-05-02,16,9,12.4,70.4,0,0,0,,,,Partly cloudy throughout the day.,"08184099999,08181099999",obs
Barcelona,1974-05-03,17.7,11.1,14.1,70.9,0.873,100,4.17,rain,,,Partly cloudy throughout the day with afternoon rain.,"08186099999,08180099999,08182099999,08184099999,08181099999",obs
Barcelona,1974-05-04,18.1,9.9,13.9,57.5,0,0,0,,,,Partly cloudy throughout the day.,"08180099999,08182099999,08184099999,08181099999",obs
Barcelona,1974-05-05,18.1,8,13.4,65,0,0,0,,,,Partly cloudy throughout the day.,"08186099999,08180099999,08182099999,08184099999,08181099999",obs
Barcelona,1974-05-06,17.1,8.9,12.9,77.3,0,0,0,,,,Partly cloudy throughout the day.,"08186099999,08180099999,08182099999,08184099999,08181099999",obs
Barcelona,1974-05-07,13,9.1,10.9,90.2,19.158,100,4.17,rain,,,Cloudy skies throughout the day with afternoon rain.,"08180099999,08182099999,08184099999,08181099999",obs
Barcelona,1974-05-08,14.1,7,10.8,78.1,4.854,100,4.17,rain,,,Partly cloudy throughout the day with early morning rain.,"08180099999,08182099999,08184099999,08181099999",obs
Barcelona,1974-05-09,16.1,7,12.6,82.9,11.65,100,4.17,rain,,,Partly cloudy throughout the day with early morning rain.,"08180099999,08182099999,08184099999,08181099999",obs
Barcelona,1974-05-10,18.2,14,15.6,87.1,0,0,0,,,,Clearing in the afternoon.,"08180099999,08182099999,08184099999,08181099999",obs
Barcelona,1974-05-11,18.1,13,15.5,83.8,0,0,0,,,,Partly cloudy throughout the day.,"08180099999,08182099999,08184099999,08181099999",obs
Barcelona,1974-05-12,20.1,10,15,76.4,0,0,0,,,,Partly cloudy throughout the day.,"08180099999,08182099999,08184099999,08181099999",obs
Barcelona,1974-05-13,20,12,15.9,83,0,0,0,,,,Partly cloudy throughout the day.,"08186099999,08180099999,08182099999,08184099999,08181099999",obs
Barcelona,1974-05-14,22.3,11,16.9,75.2,0,0,0,,,,Partly cloudy throughout the day.,"08186099999,08180099999,08182099999,08184099999,08181099999",obs
Barcelona,1974-05-15,21.1,12.1,17,70.7,0,0,0,,,,Partly cloudy throughout the day.,"08180099999,08182099999,08184099999,08181099999",obs
Barcelona,1974-05-16,21.1,12,16.8,82.5,0,0,0,,,,Partly cloudy throughout the day.,"08180099999,08182099999,08184099999,08181099999",obs
Barcelona,1974-05-17,23.1,13.1,18.1,72.6,0,0,0,,,,Partly cloudy throughout the day.,"08186099999,08180099999,08182099999,08184099999,08181099999",obs
Barcelona,1974-05-18,22.1,13.1,18.1,82.3,0,0,0,,,,Clear conditions throughout the day.,"08180099999,08182099999,08184099999,08181099999",obs
Barcelona,1974-05-19,23.1,15,18.4,85.8,0,0,0,,,,Clearing in the afternoon.,"08186099999,08180099999,08182099999,08184099999,08181099999",obs
Barcelona,1974-05-20,25.1,19.1,22.6,66,0,0,0,,,,Partly cloudy throughout the day.,"08180099999,08182099999,08184099999,08181099999",obs
Barcelona,1974-05-21,24.2,16,20.9,75.6,0,0,0,,,,Clear conditions throughout the day.,"08180099999,08182099999,08184099999,08181099999",obs
Barcelona,1974-05-22,24.2,15.1,20.2,78.8,0,0,0,,,,Clear conditions throughout the day.,"08180099999,08182099999,08184099999,08181099999",obs
Barcelona,1974-05-23,20.1,16.1,18.1,86.3,0,0,0,,,,Partly cloudy throughout the day.,"08186099999,08180099999,08182099999,08184099999,08181099999",obs
Barcelona,1974-05-24,17.9,11.1,15.4,71.8,0.838,100,4.17,rain,,,Partly cloudy throughout the day with afternoon rain.,"08180099999,08184099999,08181099999",obs
Barcelona,1974-05-25,14,11.9,12.8,86,2.305,100,4.17,rain,,,Partly cloudy throughout the day with afternoon rain.,"08180099999,08182099999,08184099999,08181099999",obs
Barcelona,1974-05-26,18.2,13,15.6,76.9,5.825,100,4.17,rain,,,Partly cloudy throughout the day with early morning rain.,"08186099999,08180099999,08182099999,08184099999,08181099999",obs
Barcelona,1974-05-27,21.1,12,16.7,84.6,0,0,0,,,,Becoming cloudy in the afternoon.,"08186099999,08180099999,08182099999,08184099999,08181099999",obs
Barcelona,1974-05-28,22.1,14,18.3,80.1,0,0,0,,,,Partly cloudy throughout the day.,"08186099999,08180099999,08182099999,08184099999,08181099999",obs
Barcelona,1974-05-29,23,13.1,18.4,82.1,0,0,0,,,,Partly cloudy throughout the day.,"08186099999,08180099999,08182099999,08184099999,08181099999",obs
Barcelona,1974-05-30,23,16,19.3,86.4,2.913,100,4.17,rain,,,Partly cloudy throughout the day with afternoon rain.,"08180099999,08184099999,08181099999",obs
Barcelona,1974-05-31,23.1,16.1,19.6,85.5,0,0,0,,,,Partly cloudy throughout the day.,"08180099999,08182099999,08184099999,08181099999",obs
Barcelona,1974-06-01,21.1,16,18.7,78.1,0,0,0,,,,Partly cloudy throughout the day.,"08180099999,08182099999,08184099999,08181099999",obs
Barcelona,1974-06-02,22.2,13.1,18,84.1,0,0,0,,,,Partly cloudy throughout the day.,"08186099999,08180099999,08182099999,08184099999,08181099999",obs
Barcelona,1974-06-03,24.2,13,19.3,72.6,0,0,0,,,,Partly cloudy throughout the day.,"08186099999,08180099999,08182099999,08184099999,08181099999",obs
Barcelona,1974-06-04,24.1,15,19.4,68.7,0,0,0,,,,Partly cloudy throughout the day.,"08180099999,08182099999,08184099999,08181099999",obs
Barcelona,1974-06-05,26.1,16,20.7,68.3,0,0,0,,,,Partly cloudy throughout the day.,"08180099999,08182099999,08184099999,08181099999",obs
Barcelona,1974-06-06,23.1,16.1,19,85.5,0.246,100,4.17,rain,,,Partly cloudy throughout the day with afternoon rain.,"08180099999,08182099999,08184099999,08181099999",obs
Barcelona,1974-06-07,23,15.1,19.1,80.9,0,0,0,,,,Partly cloudy throughout the day.,"08180099999,08182099999,08184099999,08181099999",obs
Barcelona,1974-06-08,25.1,11.1,18.7,79.4,0,0,0,,,,Partly cloudy throughout the day.,"08186099999,08180099999,08182099999,08184099999,08181099999",obs
Barcelona,1974-06-09,22.1,14.1,18.5,84,11.65,100,4.17,rain,,,Partly cloudy throughout the day with early morning rain.,"08186099999,08180099999,08182099999,08184099999,08181099999",obs
Barcelona,1974-06-10,19.9,15,17.1,82.2,0,0,0,,,,Partly cloudy throughout the day.,"08186099999,08180099999,08182099999,08184099999,08181099999",obs
Barcelona,1974-06-11,22.1,15,17.8,75.3,0,0,0,,,,Clearing in the afternoon.,"08186099999,08180099999,08182099999,08184099999,08181099999",obs
Barcelona,1974-06-12,23.1,11.1,18.2,78.4,0,0,0,,,,Clear conditions throughout the day.,"08180099999,08182099999,08184099999,08181099999",obs
Barcelona,1974-06-13,21.1,14.6,17.9,86.6,0.027,100,4.17,rain,,,Partly cloudy throughout the day with afternoon rain.,"08186099999,08180099999,08182099999,08184099999,08181099999",obs
Barcelona,1974-06-14,18.1,13,15.7,85.2,1.048,100,4.17,rain,,,Partly cloudy throughout the day with afternoon rain.,"08180099999,08182099999,08184099999,08181099999",obs
Barcelona,1974-06-15,22.1,10.1,17.4,73.6,0,0,0,,,,Partly cloudy throughout the day.,"08186099999,08180099999,08182099999,08184099999,08181099999",obs
Barcelona,1974-06-16,23.7,14,19.1,76,0,0,0,,,,Partly cloudy throughout the day.,"08186099999,08180099999,08182099999,08184099999,08181099999",obs
Barcelona,1974-06-17,25.1,17,20.3,83.2,0,0,0,,,,Clearing in the afternoon.,"08180099999,08182099999,08184099999,08181099999",obs
Barcelona,1974-06-18,23,14,18.6,84.7,0.971,100,4.17,rain,,,Partly cloudy throughout the day with early morning rain.,"08186099999,08180099999,08182099999,08184099999,08181099999",obs
Barcelona,1974-06-19,24.1,14,19.5,76.4,0,0,0,,,,Partly cloudy throughout the day.,"08186099999,08180099999,08182099999,08184099999,08181099999",obs
Barcelona,1974-06-20,24.1,15,19.8,73.2,0,0,0,,,,Clear conditions throughout the day.,"08186099999,08180099999,08182099999,08184099999,08181099999",obs
Barcelona,1974-06-21,24.2,14,20.1,75.3,0,0,0,,,,Clear conditions throughout the day.,"08180099999,08182099999,08184099999,08181099999",obs
Barcelona,1974-06-22,24.1,13.1,18.9,85.6,0,0,0,,,,Partly cloudy throughout the day.,"08186099999,08180099999,08182099999,08184099999,08181099999",obs
Barcelona,1974-06-23,24.9,19,21.8,76.5,0,0,0,,,,Partly cloudy throughout the day.,"08180099999,08182099999,08184099999,08181099999",obs
Barcelona,1974-06-24,25,12.1,19.9,83.1,0,0,0,,,,Partly cloudy throughout the day.,"08186099999,08180099999,08182099999,08184099999,08181099999",obs
Barcelona,1974-06-25,24.1,16.1,20.2,86.8,0,0,0,,,,Partly cloudy throughout the day.,"08180099999,08182099999,08184099999,08181099999",obs
Barcelona,1974-06-26,23.1,17,20.5,83.4,0.079,100,4.17,rain,,,Partly cloudy throughout the day with afternoon rain.,"08180099999,08182099999,08184099999,08181099999",obs
Barcelona,1974-06-27,25.1,19,21.9,61.6,0,0,0,,,95,Partly cloudy throughout the day.,"08180099999,08182099999,08184099999,08181099999",obs
Barcelona,1974-06-28,28.4,20,22.3,79.6,0,0,0,,,,Partly cloudy throughout the day.,"08180099999,08182099999,08184099999,08181099999",obs
